iter	Logloss
685	0.1070796552
686	0.1070067535
687	0.106929994
688	0.1067849968
689	0.1066575565
690	0.1065149387
691	0.1062787902
692	0.1060933415
693	0.1059798274
694	0.1058387699
695	0.1057286966
696	0.1055798237
697	0.1054843316
698	0.1053860225
699	0.1053114345
700	0.1052475245
701	0.1051348757
702	0.1049955277
703	0.1048498338
704	0.104693986
705	0.1045674084
706	0.1044257659
707	0.1043050461
708	0.1042193339
709	0.1040777408
710	0.103992175
711	0.1038495138
712	0.1037296711
713	0.1035879807
714	0.1035077618
715	0.1033763855
716	0.103167109
717	0.1030245152
718	0.102975196
719	0.102847094
720	0.1027484359
721	0.1025660932
722	0.1024906597
723	0.1023644207
724	0.1022226006
725	0.1020894128
726	0.1019871544
727	0.1018973456
728	0.1018012534
729	0.1016724735
730	0.1015273265
731	0.1014004891
732	0.1013014349
733	0.1011349185
734	0.1010470406
735	0.1008753942
736	0.1007858032
737	0.1007220846
738	0.100594061
739	0.1004625609
740	0.1003342384
741	0.1002339291
742	0.1001024843
743	0.1000258057
744	0.09991120402
745	0.09983630101
746	0.09969988886
747	0.09951075095
748	0.09938801239
749	0.09929891969
750	0.09921359096
751	0.09911990635
752	0.09898759266
753	0.09881712262
754	0.09870317774
755	0.09854674503
756	0.09844329762
757	0.09835329558
758	0.0982116548
759	0.0980341893
760	0.09796332953
761	0.09787691188
762	0.09773296641
763	0.09763783704
764	0.09751369954
765	0.09736590182
766	0.09728496465
767	0.09716539589
768	0.09705567821
769	0.09695685341
770	0.09682295107
771	0.09653726441
772	0.0964239921
773	0.09627309277
774	0.09619318813
775	0.09609475935
776	0.09597091772
777	0.09582637149
778	0.09570858144
779	0.09557369674
780	0.09543742099
781	0.09535644571
782	0.09523943564
783	0.09513401992
784	0.09504837061
785	0.0949711151
786	0.09486115112
787	0.09475746716
788	0.09464653345
789	0.09453809146
790	0.09444822293
791	0.09430998608
792	0.09423191187
793	0.09409726743
794	0.09398146917
795	0.09385468445
796	0.09378342311
797	0.09364458659
798	0.09350783183
799	0.09346206607
800	0.09339717281
801	0.09328633885
802	0.09315238218
803	0.09304504886
804	0.09290374209
805	0.09279660411
806	0.09265431168
807	0.09252388496
808	0.09239221637
809	0.09232117121
810	0.09221390863
811	0.09212890629
812	0.09202895361
813	0.09196659283
814	0.09187070687
815	0.09173339853
816	0.09155234888
817	0.09146598324
818	0.09137741934
819	0.09127095925
820	0.09117424307
821	0.09104415919
822	0.0909089111
823	0.09078028243
824	0.09065652445
825	0.09053267425
826	0.09047967441
827	0.09033585253
828	0.09023976821
829	0.09014039755
830	0.09005676113
831	0.0899898162
832	0.0898329109
833	0.08971541591
834	0.08959124727
835	0.08949825082
836	0.0893329286
837	0.0891664848
838	0.08910425661
839	0.08896083819
840	0.08890735336
841	0.08881436141
842	0.08867789793
843	0.08852608068
844	0.08841302858
845	0.08831036536
846	0.08815614977
847	0.08809428171
848	0.08798373023
849	0.08791084156
850	0.08780924774
851	0.08771034338
852	0.0876048827
853	0.08752283083
854	0.0874417475
855	0.08737796643
856	0.08730190981
857	0.08721338723
858	0.087144253
859	0.08704625579
860	0.08698028076
861	0.08686322451
862	0.08674365123
863	0.08669498814
864	0.0866216637
865	0.08651655361
866	0.086456271
867	0.08632491782
868	0.08622161711
869	0.08610376538
870	0.08600586332
871	0.08587548707
872	0.08577511042
873	0.08566147989
874	0.08553904968
875	0.08541311628
876	0.0853041642
877	0.08517750831
878	0.08510897384
879	0.08504530734
880	0.08498618315
881	0.08489441179
882	0.08471172583
883	0.08463246429
884	0.08449124705
885	0.08443841137
886	0.08438711557
887	0.08429224402
888	0.08420419965
889	0.08409797531
890	0.08402079614
891	0.08395112357
892	0.0838434072
893	0.08377715654
894	0.08366213832
895	0.08356090337
896	0.08344982011
897	0.08336053231
898	0.08325635101
899	0.08317546136
900	0.08309872204
901	0.08297162136
902	0.08281311844
903	0.08273388673
904	0.08257020287
905	0.08243902992
906	0.08234629945
907	0.08221288875
908	0.08213816401
909	0.08205143278
910	0.081964732
911	0.08185176851
912	0.0817399534
913	0.08165187415
914	0.0815554584
915	0.08145926745
916	0.08133051902
917	0.08118057529
918	0.08105291333
919	0.08097708706
920	0.08089540718
921	0.08078164867
922	0.08066493184
923	0.08056295698
924	0.08041198616
925	0.08032535845
926	0.08028135585
927	0.08015024112
928	0.08005621369
929	0.07998027417
930	0.0798767542
931	0.07977670379
932	0.07972887362
933	0.07963067197
934	0.07955181263
935	0.07943684337
936	0.07933761317
937	0.07927268027
938	0.07919184177
939	0.0790995677
940	0.07898289015
941	0.0788899557
942	0.07883275381
943	0.07874185734
944	0.07866368683
945	0.07856987816
946	0.07841048042
947	0.07830796444
948	0.07818055078
949	0.07808191533
950	0.07797190915
951	0.07790993338
952	0.07777775721
953	0.0777186834
954	0.07763673652
955	0.07754493406
956	0.07742822475
957	0.07738706491
958	0.07733045809
959	0.07722074033
960	0.07709214745
961	0.07699661758
962	0.07685592136
963	0.07674501138
964	0.07661997871
965	0.07659298191
966	0.07648259988
967	0.07641798603
968	0.07632206493
969	0.07623133658
970	0.07614743069
971	0.0760609435
972	0.07594851202
973	0.0758596662
974	0.07576305424
975	0.07562518749
976	0.07555675206
977	0.07546984944
978	0.07538036118
979	0.07531837001
980	0.07520919385
981	0.07513856039
982	0.07509711667
983	0.07501136794
984	0.07492438973
985	0.07484417968
986	0.07473967631
987	0.0746644009
988	0.07459636228
989	0.0744736661
990	0.07444374959
991	0.07434718348
992	0.07426238289
993	0.07418842229
994	0.07408662324
995	0.07400791033
996	0.07388582176
997	0.0737963925
998	0.07370039105
999	0.07362084588
